Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,2001,88.597,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,2000,88.192,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1999,87.835,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1998,87.443,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1997,86.949,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1996,80.127,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1995,79.537,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1994,78.926,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1993,78.325,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1992,77.709,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1991,77.063,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1990,76.386,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1989,75.656,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1988,74.862,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1987,70.068,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1986,69.032,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1985,68.054,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1984,66.92,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1983,65.753,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1982,64.67,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1981,63.532,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1980,62.312,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1979,61.034,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1978,59.602,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1977,58.357,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,1976,58.219,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2023,94.477,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2022,94.322,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2021,94.165,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2020,93.952,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2019,93.891,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2018,93.705,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2017,93.499,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2016,93.447,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2015,92.98,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2014,92.885,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2013,92.341,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2012,92.357,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2011,91.949,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2010,91.254,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2009,91.26,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2008,91.055,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2007,90.727,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2006,89.541,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2005,89.34,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2004,89.652,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2003,89.331,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2002,88.635,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2001,88.317,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,2000,88.184,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1999,87.825,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1998,87.457,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1997,87.061,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1996,86.787,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1995,86.372,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1994,85.786,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1993,85.194,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1992,84.591,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1991,83.963,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1990,83.332,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1989,82.904,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1988,82.349,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1987,81.745,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1986,81.456,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1985,80.993,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1984,80.52,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1983,80.038,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1982,79.545,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1981,79.044,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1980,78.528,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1979,78.051,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1978,77.531,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1977,76.968,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1976,76.446,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1975,76.002,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,1974,75.98,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2023,94.199,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2022,94.037,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2021,93.87,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2020,93.638,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2019,93.575,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2018,93.37,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2017,93.145,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2016,93.078,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2015,92.597,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2014,92.513,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2013,91.969,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2012,91.976,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2011,91.535,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2010,90.74,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2009,90.702,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2008,90.472,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2007,90.123,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2006,88.904,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2005,88.752,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2004,89.12,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2003,88.782,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2002,88.018,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2001,87.682,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,2000,87.553,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1999,87.176,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1998,86.783,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1997,86.376,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1996,86.096,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1995,85.657,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1994,85.025,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1993,84.389,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1992,83.74,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1991,83.064,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1990,82.384,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1989,81.936,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1988,81.38,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1987,80.81,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1986,80.514,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1985,80.036,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1984,79.55,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1983,79.054,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1982,78.547,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1981,78.032,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1980,77.504,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1979,77.02,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1978,76.491,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1977,75.916,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1976,75.376,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1975,74.89,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1974,74.866,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2023,94.388,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2022,94.228,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2021,94.066,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2020,93.845,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2019,93.781,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2018,93.589,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2017,93.376,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,2016,93.322,"female, 15+"
